subject,subjectType,predicate,object,objectType,sourceDoc,sourceSection,sourcePage,sourceQuote,qualifiers,confidence
"Claim: Anreicherungsprozess erhöht 235U-Anteil im Kernbrennstoff auf etwa 3 bis 4%","Claim","ABOUT","Uran-235 (235U)","Isotope","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","in den meisten KKW wird der Spaltstoff-Anteil 235U im Kernbrennstoff in einem Anreicherungspro￾zess auf etwa 3 bis 4% erhöht, wobei im Gegenzug der 235U-Anteil im verbleibenden Unat auf 0,3 bis 0,25% abgereichert wird.","{""normalizedKey"":""Isotope::Uran-235 (235U)""}","high"
"Claim: Anreicherungsprozess erhöht 235U-Anteil im Kernbrennstoff auf etwa 3 bis 4%","Claim","HAS_VALUE","QuantityValue: etwa 3 bis 4%","QuantityValue","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","in den meisten KKW wird der Spaltstoff-Anteil 235U im Kernbrennstoff in einem Anreicherungspro￾zess auf etwa 3 bis 4% erhöht, wobei im Gegenzug der 235U-Anteil im verbleibenden Unat auf 0,3 bis 0,25% abgereichert wird.","{""normalizedKey"":""QuantityValue::STE-Ch1-p8-q-range-3-4"",""textValue"":""3 bis 4"",""unit"":""%"",""type"":""u235_share_in_kernbrennstoff"",""approx"":true}","high"
"QuantityValue: etwa 3 bis 4%","QuantityValue","HAS_UNIT","%","Unit","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","in den meisten KKW wird der Spaltstoff-Anteil 235U im Kernbrennstoff in einem Anreicherungspro￾zess auf etwa 3 bis 4% erhöht, wobei im Gegenzug der 235U-Anteil im verbleibenden Unat auf 0,3 bis 0,25% abgereichert wird.","{""normalizedKey"":""Unit::%""}","high"
"Claim: 235U-Anteil im verbleibenden Unat wird auf 0,3 bis 0,25% abgereichert","Claim","SUPPORTED_BY","Fußnote 2","Footnote","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","in den meisten KKW wird der Spaltstoff-Anteil 235U im Kernbrennstoff in einem Anreicherungspro￾zess auf etwa 3 bis 4% erhöht, wobei im Gegenzug der 235U-Anteil im verbleibenden Unat auf 0,3 bis 0,25% abgereichert wird.","{""normalizedKey"":""Claim::STE-Ch1-p8-c18"",""relevance"":""core""}","high"
"Claim: 235U-Anteil im verbleibenden Unat wird auf 0,3 bis 0,25% abgereichert","Claim","ABOUT","Uran (Unat)","Material","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","in den meisten KKW wird der Spaltstoff-Anteil 235U im Kernbrennstoff in einem Anreicherungspro￾zess auf etwa 3 bis 4% erhöht, wobei im Gegenzug der 235U-Anteil im verbleibenden Unat auf 0,3 bis 0,25% abgereichert wird.","{""normalizedKey"":""Material::Uran (Unat)""}","high"
"Claim: 235U-Anteil im verbleibenden Unat wird auf 0,3 bis 0,25% abgereichert","Claim","ABOUT","Uran-235 (235U)","Isotope","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","in den meisten KKW wird der Spaltstoff-Anteil 235U im Kernbrennstoff in einem Anreicherungspro￾zess auf etwa 3 bis 4% erhöht, wobei im Gegenzug der 235U-Anteil im verbleibenden Unat auf 0,3 bis 0,25% abgereichert wird.","{""normalizedKey"":""Isotope::Uran-235 (235U)""}","high"
"Claim: 235U-Anteil im verbleibenden Unat wird auf 0,3 bis 0,25% abgereichert","Claim","HAS_VALUE","QuantityValue: 0,3 bis 0,25%","QuantityValue","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","in den meisten KKW wird der Spaltstoff-Anteil 235U im Kernbrennstoff in einem Anreicherungspro￾zess auf etwa 3 bis 4% erhöht, wobei im Gegenzug der 235U-Anteil im verbleibenden Unat auf 0,3 bis 0,25% abgereichert wird.","{""normalizedKey"":""QuantityValue::STE-Ch1-p8-q-range-0_3-0_25"",""textValue"":""0,3 bis 0,25"",""unit"":""%"",""type"":""u235_share_in_unat_after_enrichment""}","high"
"QuantityValue: 0,3 bis 0,25%","QuantityValue","HAS_UNIT","%","Unit","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","in den meisten KKW wird der Spaltstoff-Anteil 235U im Kernbrennstoff in einem Anreicherungspro￾zess auf etwa 3 bis 4% erhöht, wobei im Gegenzug der 235U-Anteil im verbleibenden Unat auf 0,3 bis 0,25% abgereichert wird.","{""normalizedKey"":""Unit::%""}","high"
"Claim: Verbrennung von Kohlenstoff setzt 4,1 eV frei","Claim","SUPPORTED_BY","Fußnote 3","Footnote","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","3 Zur Veranschaulichung: In Analogie zur Kernspaltung stellt sich die Verbrennung von Kohlenstoff auf atomarer Basis wie folgt dar: C + O2 → CO2 + 4,1 eV.","{""normalizedKey"":""Claim::STE-Ch1-p8-c19"",""relevance"":""core""}","high"
"Claim: Verbrennung von Kohlenstoff setzt 4,1 eV frei","Claim","ABOUT","Verbrennung von Kohlenstoff","Process","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","3 Zur Veranschaulichung: In Analogie zur Kernspaltung stellt sich die Verbrennung von Kohlenstoff auf atomarer Basis wie folgt dar: C + O2 → CO2 + 4,1 eV.","{""normalizedKey"":""Process::Verbrennung von Kohlenstoff""}","high"
"Claim: Verbrennung von Kohlenstoff setzt 4,1 eV frei","Claim","HAS_VALUE","QuantityValue: 4,1 eV","QuantityValue","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","3 Zur Veranschaulichung: In Analogie zur Kernspaltung stellt sich die Verbrennung von Kohlenstoff auf atomarer Basis wie folgt dar: C + O2 → CO2 + 4,1 eV.","{""normalizedKey"":""QuantityValue::STE-Ch1-p8-q-energy-4_1eV"",""textValue"":""4,1"",""unit"":""eV"",""type"":""released_energy""}","high"
"QuantityValue: 4,1 eV","QuantityValue","HAS_UNIT","eV","Unit","STE-Research-Report_Ch1.pdf","I Einleitung: Zur historischen Entwicklung der Kernkraftwerke","8","3 Zur Veranschaulichung: In Analogie zur Kernspaltung stellt sich die Verbrennung von Kohlenstoff auf atomarer Basis wie folgt dar: C + O2 → CO2 + 4,1 eV.","{""normalizedKey"":""Unit::eV""}","high"
